member_type,sigma,tau,sigma_vm,Sy,Su,label
beam,854956879.9483722,100191043.16233614,872390968.5232457,1124078534.5257483,1696507478.3698094,Fatigue Risk
shaft,194772074.4815959,707820993.7882777,1241357256.6912959,793627376.0140924,1121813343.4739888,Fracture Risk
beam,14271818.181880875,141239421.03923833,245049805.0615719,371464614.5710574,576971355.1141418,Yield Risk
beam,787470370.2955468,423145145.77042675,1075762532.9321675,1309772552.1399753,1740079974.1743255,Yield Risk
shaft,195968754.59205833,917630182.6271259,1601417874.5665479,939926435.2986125,1356097166.7839615,Fracture Risk
column,446804437.80040944,2238358.3862101254,446821257.756315,298027297.921964,404931888.1559621,Buckling Risk
beam,414885574.7710303,110607514.2798064,456981516.91130894,566274628.9862845,831586339.1373023,Yield Risk
shaft,188730951.84634268,555457553.5421824,980417591.4099185,537895030.0946409,731857589.1423411,Fracture Risk
shaft,205872693.3153215,383477631.9098448,695376767.2121724,1104943726.6294413,1561079487.237929,Fatigue Risk
shaft,8712342.72898123,180619749.90796143,312963875.0499342,177030435.86783305,243427335.88927755,Fracture Risk
column,669121819.8279532,8378572.993560608,669279172.8614429,410757530.6787209,503051592.96488005,Buckling Risk
column,1656230019.4788663,73603272.04358631,1661129194.9723635,975210751.7687153,1476669300.301762,Buckling Risk
beam,199034635.6572625,28653348.921941966,205128811.73678866,656653110.6718757,825203580.7684065,Safe
column,363552421.0967905,196977799.466717,498569075.78949237,945008979.62687,1336148663.5867703,Safe
shaft,259490669.27543452,225507625.87931737,468931205.43443406,1201831499.959753,1788771945.1577563,Safe
shaft,84960927.19039692,202797761.09390008,361385050.6912919,291369906.6914817,465936855.5895927,Fracture Risk
shaft,235528419.87580955,1212416618.1115797,2113134118.8359425,1116803379.320724,1716088598.6779768,Fracture Risk
column,245595954.8159563,18481098.97602879,247673224.39062032,659683141.4849261,986640903.9192852,Safe
shaft,18608916.52975942,281832743.0032886,488503200.46104586,362725288.68399155,520150443.3165508,Fracture Risk
shaft,123962142.21844068,115926328.41450042,235973205.17886078,387482688.05714417,575330061.8948226,Fatigue Risk
shaft,21869509.40506162,506715149.03265184,877928813.8677108,446679615.99766743,699686739.1274829,Fracture Risk
shaft,58289864.56928023,65807261.73414891,128021464.6156861,404988483.99026316,538411620.5761354,Safe
shaft,460070575.64324903,615738900.8679817,1161493915.9113321,1263701721.6174736,1565159298.9123297,Yield Risk
shaft,60693528.19651547,1451625010.39962,2515020718.963968,1398336059.2962291,1860288928.8601174,Fracture Risk
column,803297053.3043506,78737391.97357492,814791314.7130705,684285094.097414,850450002.6629108,Buckling Risk
beam,885009499.6652658,75035863.28486493,894501513.0420289,1100015355.6876879,1373692516.8012826,Yield Risk
column,335403165.53953063,3752297.178545597,335466127.4350753,500455922.1135518,697262720.5233006,Buckling Risk
shaft,80506404.88043776,23091239.895897195,89893811.28065823,188023817.45702255,235894925.4072642,Safe
shaft,167387804.09072074,414974187.6941602,737990112.613711,1113463914.4792879,1488502377.3237205,Fatigue Risk
shaft,409651931.8394427,131321197.36278585,468562136.63736707,1159352666.1483092,1618820128.9717677,Safe
shaft,30038818.961038373,97538508.7466573,171591412.11068594,205989826.45045727,269358760.2306639,Yield Risk
shaft,287339136.50570476,899481907.6832632,1584224379.9779158,787121729.4613515,1201575604.4667041,Fracture Risk
beam,349965377.80146843,147294604.44879392,433085288.55054003,1237506424.9049911,1640195770.754177,Safe
column,62941851.03362982,54318634.46494346,113195489.14134377,542597685.4922314,758440132.1213952,Safe
beam,388433097.80342203,18474452.91790068,389748877.74182236,362572748.99541605,439116801.20706403,Yield Risk
column,561872706.9308021,201397338.65708894,661349833.9367913,1013070600.6191179,1475470854.9221616,Yield Risk
beam,31853310.57634764,103149244.51805207,181477087.61330712,274419446.8989159,417367233.28586906,Fatigue Risk
column,363624125.3464068,110804879.66928306,411163797.78564197,576424470.4106326,876116631.0640931,Yield Risk
column,189409762.23453152,42721415.14664007,203350475.69685316,310225797.7734331,383962174.2751711,Yield Risk
column,939428789.6424407,123508287.35018289,963477732.9765266,1090899186.4587045,1432475892.0942993,Buckling Risk
column,47809052.216637135,124336101.71019964,220599419.852638,643875965.9609544,953089399.1107872,Safe
beam,574521342.4377975,189721108.6760593,661858799.2527926,1038053017.588506,1501328943.4395483,Fatigue Risk
shaft,38586394.955252774,420579797.5652306,729486811.557052,596010065.8540077,739479620.8987659,Fracture Risk
shaft,52650114.51552288,73884661.78682363,138379421.52125663,375459980.2193766,529561821.2864407,Safe
beam,1091755386.9174042,327355607.0243745,1230209293.2562578,1237181217.0408118,1932831678.4927874,Yield Risk
column,75220231.03940246,41472848.690729074,104009974.0082335,554214274.5424811,759820357.2982754,Safe
shaft,46506813.70078803,433536297.25228184,752345696.3565727,1226916508.7928214,1628918579.389613,Yield Risk
beam,1506738021.6328473,482673307.3164395,1723130880.2936115,1329401747.3718152,1805888688.2446883,Fracture Risk
column,1737711913.3123698,128623666.8047175,1751934598.2811716,967798995.9057928,1189936595.5377085,Fracture Risk
beam,35089741.76742114,176613883.6809316,307910184.47574806,960850235.8664986,1179906902.8597674,Safe
column,78172714.60559897,72339508.55634592,147682046.31345466,971725630.0929604,1423688257.6451588,Safe
column,1164241022.4525933,44416943.06111701,1166780079.0440946,1336578648.194697,2104573753.3811753,Buckling Risk
column,562269410.1375442,98082592.72738664,587373368.9611753,781059608.8416123,1216626499.8058171,Buckling Risk
beam,945381559.3439808,48623299.86084366,949125370.3361475,766404721.4076827,958967866.2976773,Fracture Risk
shaft,144331115.6210808,128156187.83490112,264770648.63301817,537702660.8335204,817153831.787339,Safe
shaft,456273430.0716678,919595860.7325469,1656850954.135183,1153540889.7213507,1452952454.8361003,Fracture Risk
beam,154187701.8366211,77357372.11758517,204270253.48903447,435959610.2382183,527742075.52834255,Safe
column,971887367.8461989,41564153.2091627,974550046.0597173,1330950952.2971838,1909399217.5179858,Buckling Risk
column,1064959734.1055157,83026377.9350327,1074625224.701674,1248344601.662008,1507382328.2598476,Buckling Risk
beam,61487427.90406488,203813216.55769074,358329716.21264404,525245932.8275099,763347655.9093071,Yield Risk
beam,77791810.24996053,58197896.76161981,127328517.24729358,276680964.3255485,352547195.31375134,Safe
beam,1508010177.645421,134539172.6335402,1525908602.3746397,974709413.0903615,1505793059.4140222,Fracture Risk
column,789663047.1576453,112135170.90330234,813197772.8122699,601600352.3905029,752595235.3167323,Fracture Risk
column,738540044.7511415,93376942.25688016,756041769.8360008,794064010.7335136,1245761575.8401818,Buckling Risk
shaft,62983347.67393391,94993840.12576193,176177158.1951874,969877049.0251788,1510686795.6339085,Safe
column,502343788.8376919,70636340.2007706,517027813.42465955,358116443.31636,494614253.02654356,Buckling Risk
beam,698446262.7825269,140134724.30696893,739418964.3663794,527951772.3848042,752175730.486232,Fracture Risk
shaft,235328053.3372616,37506713.985531606,244130197.78282744,873776166.7707169,1115521926.7564795,Safe
beam,301103298.8170347,165765964.29833212,416050791.75236315,955712198.8662724,1297750325.8660383,Safe
beam,234992772.62598544,119550042.59646194,313206387.6118999,313529403.43054664,491276212.23663884,Yield Risk
beam,191029616.97579756,243766676.71450147,463420859.03767514,1113908038.7126603,1773573344.129174,Safe
shaft,285675655.7093473,654031800.3924246,1168282229.6168997,1028220699.5481158,1594031486.5487368,Fracture Risk
column,837978248.4909705,159744101.52359027,882474973.5027798,952775067.7206233,1150474139.7052102,Yield Risk
column,498063225.5882308,2309939.813848368,498079295.04164666,574005693.720362,847284708.0192593,Yield Risk
shaft,337067692.1420098,142134493.16475162,417398216.9673742,1145628727.9161716,1742461605.9399712,Safe
column,489371558.9480795,32888561.33435696,492675851.96273315,683805939.3321495,932160543.2375753,Buckling Risk
beam,134128264.24632153,46344005.009164065,156312800.7253383,298024723.2048484,361999353.44540936,Safe
beam,87927653.71382837,10567092.280888297,89812374.45607005,107875552.26932725,167259827.64752817,Fatigue Risk
beam,743281776.4347006,107099180.03555833,766079958.1458786,783624800.2512672,1158055650.3608482,Yield Risk
beam,435217956.8645136,392337112.39469814,806969577.6570215,1398752022.757219,1881326813.0160239,Safe
column,29795259.924391232,126855571.66226014,221731291.65554982,749348653.3130068,1138082350.6361015,Safe
shaft,290006148.72167367,287284091.95997286,575934036.827288,988919497.6786692,1483916585.2685733,Safe
column,15260695.702981742,25024001.2539648,45950960.26868536,251285394.5220153,345886314.1969718,Safe
shaft,263599501.72273347,852068632.035038,1499182296.5879288,1354246807.1087527,2064537493.4060314,Fracture Risk
column,262147657.48740453,49102982.54112381,275598808.0696927,412673027.2312287,581707455.8547033,Yield Risk
shaft,212866618.7389478,117771141.3146092,294825919.065793,608167537.4857916,966926946.103343,Safe
beam,202207459.2510057,43196206.277014345,215605179.17463452,169322610.41334283,223621912.47198734,Fracture Risk
column,80059952.36221468,8016322.79531248,81255032.24856922,173803284.24892217,277076528.89765364,Safe
column,502149668.6583782,53130145.98013114,510512220.19588244,414651606.2680147,568398773.8032597,Fracture Risk
column,1105530748.0655966,53583145.59791433,1109419530.8335702,1249878299.9547393,1572610417.7683887,Yield Risk
shaft,52061569.363454066,362499780.5904952,630022761.326174,499436742.06491,767942927.4818081,Fracture Risk
shaft,224747916.3453955,315970669.1223133,591628276.1484648,642209781.3361787,827759018.5023494,Yield Risk
shaft,46046976.658136815,13722054.562347211,51818996.551371954,429160758.4833108,586322975.7368462,Safe
beam,520201456.55152947,164764300.92476928,593339177.8536258,418311171.35183066,514532082.55275553,Fracture Risk
shaft,191770995.08583328,783070179.6467273,1369807589.8870192,769004621.1171665,1126668213.6061532,Fracture Risk
column,421716226.5847647,35469727.14495308,426167666.99986154,746214646.693802,1071158161.5962123,Safe
column,324965118.06650054,42650283.7089016,333255859.7554198,293650483.08070827,355368357.77620924,Buckling Risk
shaft,110084181.492599,584945535.8006603,1019118426.1773801,680591841.3442231,891804866.674947,Fracture Risk
beam,211945206.12373474,139631265.6581267,321576493.92750007,589755861.6711106,933349601.4264741,Safe
beam,143493565.76933315,17134528.37713094,146530473.29930404,136468323.12266177,168304796.29820785,Yield Risk
column,526652147.4891185,29380439.493203968,529105013.32849014,345621628.79719424,417085069.1600478,Buckling Risk
beam,271725143.7345084,132380757.77025834,355539799.2082218,638235856.7720709,953807720.4446213,Safe
column,548502515.7546394,40042323.926789604,552869942.1252184,764465113.8625128,1137955607.2743132,Buckling Risk
shaft,330301995.2899253,1011040162.0495075,1782051075.5653973,1302576515.2641902,1882166554.9103892,Fracture Risk
column,431860886.5107794,12266543.567079682,432383197.6050011,424586904.69286925,657119205.7886337,Yield Risk
beam,535522570.623678,148513739.21944606,594098826.6763511,1229049340.2836394,1763242318.824126,Safe
beam,1202794634.5559013,489400542.0438517,1471480072.7753372,1398304140.2764976,1827304998.826315,Yield Risk
shaft,93227926.78014217,221796017.2145194,395312365.2105936,335971540.13349175,516017217.43703026,Fracture Risk
beam,917299223.3733004,75410318.30640614,926551678.8190935,1299889582.6520162,1678188818.0087337,Fatigue Risk
column,391279876.1430122,77498911.83719155,413664339.1474993,451845212.10824883,573621756.2971724,Yield Risk
beam,986533265.2581474,506813139.0962492,1320540252.0721147,1296865615.7556381,2053696764.7594185,Yield Risk
column,868312431.3001771,106849136.5734097,887815686.0012523,623058130.3304276,906338811.5318242,Fracture Risk
shaft,80790269.91893463,19917281.004451647,87847378.79643981,336582309.92872584,484281789.76583695,Safe
shaft,123581565.57656084,154517637.17656046,294787218.08490163,520163088.5553457,752823096.2499151,Safe
column,80673198.58273993,20758663.702979352,88322881.09980544,179411841.8456655,268543498.21203446,Safe
beam,1449807651.0844426,38354341.133730896,1451328836.478624,1214843787.359325,1464310565.9692824,Fracture Risk
beam,200850715.39066064,141105124.37264577,316343133.7102161,388370292.8270812,527860692.643536,Fatigue Risk
column,1384262731.109413,132255845.50754525,1403088783.6310422,998505069.1261753,1535209071.301307,Buckling Risk
shaft,45282702.19310526,114500400.60354485,203424551.9425475,304596955.77994704,454241089.0096498,Yield Risk
beam,836170758.8560997,314391694.49868107,997851667.6717246,871786605.8062603,1115967695.3399894,Fracture Risk
column,923181917.0668033,73571670.08598869,931935203.7115364,700513027.1922525,925319020.3787817,Buckling Risk
shaft,288633441.34323776,353144742.3777852,676345245.173541,738829461.0041753,1036707640.8847531,Yield Risk
column,1031127164.9814978,109372586.97374228,1048384623.4597145,739891922.3632623,1012143434.9661102,Buckling Risk
beam,362035811.20445716,238133600.90486833,548810317.1718136,1137464688.0225687,1596088199.661892,Safe
shaft,59987663.7504666,257539831.24155188,450087562.4031618,596095105.2484934,950004790.3337468,Fatigue Risk
beam,73178518.30522954,56484639.055184595,122174624.57045764,398932423.1642221,491471717.4685719,Safe
column,1038253191.9778042,80927598.97635433,1047672429.4741806,581886690.5858812,887254361.4724245,Buckling Risk
column,643701365.7581185,21598895.265400033,644787550.3675022,453842348.5598083,558397802.9672216,Buckling Risk
beam,362079625.9003451,39262754.10332392,368410568.6207551,342781182.42482436,467090041.8331332,Yield Risk
shaft,8331328.236532256,888029282.2129486,1538134398.9499485,993660283.954707,1225029436.269338,Fracture Risk
shaft,84906205.51741458,137931628.6542547,253543815.31603387,598971783.2579315,915413317.4688287,Safe
column,512946013.25870496,13458943.84106368,513475454.1611023,384202279.7179266,504360741.67492443,Buckling Risk
column,530277338.01374114,6667423.657947909,530403072.03639305,323891354.7191238,432989738.9564759,Buckling Risk
column,1612074646.9434884,95287941.77819902,1620501170.2750938,1089456505.7368712,1515240875.8552766,Buckling Risk
beam,480380970.5583221,71491722.27670483,496083738.8353139,600980325.114234,857001654.2869071,Yield Risk
column,176816726.55298504,46456165.659884855,194264460.90926945,238037186.70320097,306699296.36851776,Buckling Risk
shaft,180228097.16175336,347117201.939238,627656930.6977528,869315344.6916007,1052642481.9406482,Yield Risk
